PERMNO,date,TICKER,COMNAM,PRC,RET,CFACPR
14541,20130408,CVX,CHEVRON CORP NEW,117.81000,0.002468,1
14541,20130409,CVX,CHEVRON CORP NEW,118.64000,0.007045,1
14541,20130410,CVX,CHEVRON CORP NEW,119.64000,0.008429,1
14541,20130411,CVX,CHEVRON CORP NEW,120.95000,0.010949,1
14541,20130412,CVX,CHEVRON CORP NEW,119.94000,-0.008351,1
14541,20130415,CVX,CHEVRON CORP NEW,116.57000,-0.028097,1
14541,20130416,CVX,CHEVRON CORP NEW,117.01000,0.003775,1
14541,20130417,CVX,CHEVRON CORP NEW,114.81000,-0.018802,1
14541,20130418,CVX,CHEVRON CORP NEW,115.59000,0.006794,1
14541,20130419,CVX,CHEVRON CORP NEW,115.90000,0.002682,1
14541,20130422,CVX,CHEVRON CORP NEW,116.57000,0.005781,1
14541,20130423,CVX,CHEVRON CORP NEW,117.48000,0.007806,1
14541,20130424,CVX,CHEVRON CORP NEW,118.28000,0.006810,1
14541,20130425,CVX,CHEVRON CORP NEW,118.51000,0.001945,1
14541,20130426,CVX,CHEVRON CORP NEW,120.04000,0.012910,1
14541,20130429,CVX,CHEVRON CORP NEW,121.32000,0.010663,1
14541,20130430,CVX,CHEVRON CORP NEW,122.01000,0.005687,1
14541,20130501,CVX,CHEVRON CORP NEW,120.27000,-0.014261,1
14541,20130502,CVX,CHEVRON CORP NEW,122.04000,0.014717,1
14541,20130503,CVX,CHEVRON CORP NEW,123.49000,0.011881,1
14541,20130506,CVX,CHEVRON CORP NEW,123.25000,-0.001943,1
14541,20130507,CVX,CHEVRON CORP NEW,123.04000,-0.001704,1
14541,20130508,CVX,CHEVRON CORP NEW,123.36000,0.002601,1
14541,20130509,CVX,CHEVRON CORP NEW,123.64000,0.002270,1
14541,20130510,CVX,CHEVRON CORP NEW,123.23000,-0.003316,1
14541,20130513,CVX,CHEVRON CORP NEW,122.85000,-0.003084,1
14541,20130514,CVX,CHEVRON CORP NEW,125.00000,0.017501,1
14541,20130515,CVX,CHEVRON CORP NEW,123.01000,-0.007920,1
14541,20130516,CVX,CHEVRON CORP NEW,122.76000,-0.002032,1
14541,20130517,CVX,CHEVRON CORP NEW,123.42000,0.005376,1
14541,20130520,CVX,CHEVRON CORP NEW,124.78000,0.011019,1
14541,20130521,CVX,CHEVRON CORP NEW,125.94000,0.009296,1
14541,20130522,CVX,CHEVRON CORP NEW,124.93000,-0.008020,1
14541,20130523,CVX,CHEVRON CORP NEW,125.40000,0.003762,1
14541,20130524,CVX,CHEVRON CORP NEW,125.45000,0.000399,1
14541,20130528,CVX,CHEVRON CORP NEW,126.43000,0.007812,1
14541,20130529,CVX,CHEVRON CORP NEW,125.49000,-0.007435,1
14541,20130530,CVX,CHEVRON CORP NEW,125.11000,-0.003028,1
14541,20130531,CVX,CHEVRON CORP NEW,122.75000,-0.018863,1
14541,20130603,CVX,CHEVRON CORP NEW,124.09000,0.010916,1
14541,20130604,CVX,CHEVRON CORP NEW,122.96000,-0.009106,1
14541,20130605,CVX,CHEVRON CORP NEW,121.57000,-0.011304,1
14541,20130606,CVX,CHEVRON CORP NEW,120.59000,-0.008061,1
14541,20130607,CVX,CHEVRON CORP NEW,121.70000,0.009205,1
14541,20130610,CVX,CHEVRON CORP NEW,122.69000,0.008135,1
14541,20130611,CVX,CHEVRON CORP NEW,121.45000,-0.010107,1
14541,20130612,CVX,CHEVRON CORP NEW,119.97000,-0.012186,1
14541,20130613,CVX,CHEVRON CORP NEW,121.66000,0.014087,1
14541,20130614,CVX,CHEVRON CORP NEW,120.28000,-0.011343,1
14541,20130617,CVX,CHEVRON CORP NEW,121.22000,0.007815,1
14541,20130618,CVX,CHEVRON CORP NEW,121.52000,0.002475,1
14541,20130619,CVX,CHEVRON CORP NEW,120.50000,-0.008394,1
14541,20130620,CVX,CHEVRON CORP NEW,117.95000,-0.021162,1
14541,20130621,CVX,CHEVRON CORP NEW,118.93000,0.008309,1
14541,20130624,CVX,CHEVRON CORP NEW,116.82000,-0.017742,1
14541,20130625,CVX,CHEVRON CORP NEW,117.45000,0.005393,1
14541,20130626,CVX,CHEVRON CORP NEW,118.15000,0.005960,1
14541,20130627,CVX,CHEVRON CORP NEW,118.71000,0.004740,1
14541,20130628,CVX,CHEVRON CORP NEW,118.34000,-0.003117,1
14541,20130701,CVX,CHEVRON CORP NEW,119.08000,0.006253,1
14541,20130702,CVX,CHEVRON CORP NEW,119.15000,0.000588,1
14541,20130703,CVX,CHEVRON CORP NEW,119.08000,-0.000587,1
14541,20130705,CVX,CHEVRON CORP NEW,120.51000,0.012009,1
14541,20130708,CVX,CHEVRON CORP NEW,121.24000,0.006058,1
14541,20130709,CVX,CHEVRON CORP NEW,123.27000,0.016744,1
14541,20130710,CVX,CHEVRON CORP NEW,122.90000,-0.003002,1
14541,20130711,CVX,CHEVRON CORP NEW,123.77000,0.007079,1
14541,20130712,CVX,CHEVRON CORP NEW,124.06000,0.002343,1
14541,20130715,CVX,CHEVRON CORP NEW,124.68000,0.004998,1
14541,20130716,CVX,CHEVRON CORP NEW,124.12000,-0.004491,1
14541,20130717,CVX,CHEVRON CORP NEW,124.35000,0.001853,1
14541,20130718,CVX,CHEVRON CORP NEW,125.47000,0.009007,1
14541,20130719,CVX,CHEVRON CORP NEW,126.91000,0.011477,1
14541,20130722,CVX,CHEVRON CORP NEW,127.03000,0.000946,1
14541,20130723,CVX,CHEVRON CORP NEW,127.26000,0.001811,1
14541,20130724,CVX,CHEVRON CORP NEW,126.37000,-0.006994,1
14541,20130725,CVX,CHEVRON CORP NEW,127.76000,0.010999,1
14541,20130726,CVX,CHEVRON CORP NEW,127.56000,-0.001565,1
14541,20130729,CVX,CHEVRON CORP NEW,126.17000,-0.010897,1
14541,20130730,CVX,CHEVRON CORP NEW,125.78000,-0.003091,1
14541,20130731,CVX,CHEVRON CORP NEW,125.89000,0.000875,1
14541,20130801,CVX,CHEVRON CORP NEW,126.44000,0.004369,1
14541,20130802,CVX,CHEVRON CORP NEW,124.95000,-0.011784,1
14541,20130805,CVX,CHEVRON CORP NEW,123.99000,-0.007683,1
14541,20130806,CVX,CHEVRON CORP NEW,123.14000,-0.006855,1
14541,20130807,CVX,CHEVRON CORP NEW,123.33000,0.001543,1
14541,20130808,CVX,CHEVRON CORP NEW,123.07000,-0.002108,1
14541,20130809,CVX,CHEVRON CORP NEW,122.50000,-0.004632,1
14541,20130812,CVX,CHEVRON CORP NEW,121.80000,-0.005714,1
14541,20130813,CVX,CHEVRON CORP NEW,122.50000,0.005747,1
14541,20130814,CVX,CHEVRON CORP NEW,122.05000,-0.003673,1
14541,20130815,CVX,CHEVRON CORP NEW,120.25000,-0.006555,1
14541,20130816,CVX,CHEVRON CORP NEW,119.88000,-0.003077,1
14541,20130819,CVX,CHEVRON CORP NEW,118.66000,-0.010177,1
14541,20130820,CVX,CHEVRON CORP NEW,118.29000,-0.003118,1
14541,20130821,CVX,CHEVRON CORP NEW,117.70000,-0.004988,1
14541,20130822,CVX,CHEVRON CORP NEW,118.29000,0.005013,1
14541,20130823,CVX,CHEVRON CORP NEW,119.53000,0.010483,1
14541,20130826,CVX,CHEVRON CORP NEW,118.84000,-0.005773,1
14541,20130827,CVX,CHEVRON CORP NEW,118.81000,-0.000252,1
14541,20130828,CVX,CHEVRON CORP NEW,121.81000,0.025250,1
14541,20130829,CVX,CHEVRON CORP NEW,120.37000,-0.011822,1
14541,20130830,CVX,CHEVRON CORP NEW,120.43000,0.000498,1
14541,20130903,CVX,CHEVRON CORP NEW,120.55000,0.000996,1
14541,20130904,CVX,CHEVRON CORP NEW,120.86000,0.002572,1
14541,20130905,CVX,CHEVRON CORP NEW,121.37000,0.004220,1
14541,20130906,CVX,CHEVRON CORP NEW,121.21000,-0.001318,1
14541,20130909,CVX,CHEVRON CORP NEW,122.22000,0.008333,1
14541,20130910,CVX,CHEVRON CORP NEW,123.01000,0.006464,1
14541,20130911,CVX,CHEVRON CORP NEW,123.92000,0.007398,1
14541,20130912,CVX,CHEVRON CORP NEW,123.89000,-0.000242,1
14541,20130913,CVX,CHEVRON CORP NEW,124.14000,0.002018,1
14541,20130916,CVX,CHEVRON CORP NEW,124.08000,-0.000483,1
14541,20130917,CVX,CHEVRON CORP NEW,124.34000,0.002095,1
14541,20130918,CVX,CHEVRON CORP NEW,125.82000,0.011903,1
14541,20130919,CVX,CHEVRON CORP NEW,125.44000,-0.003020,1
14541,20130920,CVX,CHEVRON CORP NEW,124.92000,-0.004145,1
14541,20130923,CVX,CHEVRON CORP NEW,125.52000,0.004803,1
14541,20130924,CVX,CHEVRON CORP NEW,124.49000,-0.008206,1
14541,20130925,CVX,CHEVRON CORP NEW,124.07000,-0.003374,1
14541,20130926,CVX,CHEVRON CORP NEW,123.49000,-0.004675,1
14541,20130927,CVX,CHEVRON CORP NEW,122.64000,-0.006883,1
14541,20130930,CVX,CHEVRON CORP NEW,121.50000,-0.009295,1
14541,20131001,CVX,CHEVRON CORP NEW,121.32000,-0.001481,1
14541,20131002,CVX,CHEVRON CORP NEW,120.83000,-0.004039,1
14541,20131003,CVX,CHEVRON CORP NEW,118.25000,-0.021352,1
14541,20131004,CVX,CHEVRON CORP NEW,118.13000,-0.001015,1
14541,20131007,CVX,CHEVRON CORP NEW,117.87000,-0.002201,1
14541,20131008,CVX,CHEVRON CORP NEW,116.73000,-0.009672,1
14541,20131009,CVX,CHEVRON CORP NEW,116.13000,-0.005140,1
14541,20131010,CVX,CHEVRON CORP NEW,116.38000,0.002153,1
14541,20131011,CVX,CHEVRON CORP NEW,117.67000,0.011084,1
14541,20131014,CVX,CHEVRON CORP NEW,118.58000,0.007734,1
14541,20131015,CVX,CHEVRON CORP NEW,118.15000,-0.003626,1
14541,20131016,CVX,CHEVRON CORP NEW,119.16000,0.008548,1
14541,20131017,CVX,CHEVRON CORP NEW,119.52100,0.003030,1
14541,20131018,CVX,CHEVRON CORP NEW,119.65000,0.001079,1
14541,20131021,CVX,CHEVRON CORP NEW,119.82000,0.001421,1
14541,20131022,CVX,CHEVRON CORP NEW,120.64000,0.006844,1
14541,20131023,CVX,CHEVRON CORP NEW,120.13000,-0.004227,1
14541,20131024,CVX,CHEVRON CORP NEW,120.56000,0.003579,1
14541,20131025,CVX,CHEVRON CORP NEW,120.59000,0.000249,1
14541,20131028,CVX,CHEVRON CORP NEW,120.91000,0.002654,1
14541,20131029,CVX,CHEVRON CORP NEW,121.50000,0.004880,1
14541,20131030,CVX,CHEVRON CORP NEW,120.30000,-0.009877,1
14541,20131031,CVX,CHEVRON CORP NEW,119.96000,-0.002826,1
14541,20131101,CVX,CHEVRON CORP NEW,118.01000,-0.016255,1
14541,20131104,CVX,CHEVRON CORP NEW,118.10000,0.000763,1
14541,20131105,CVX,CHEVRON CORP NEW,118.45000,0.002964,1
14541,20131106,CVX,CHEVRON CORP NEW,121.14000,0.022710,1
14541,20131107,CVX,CHEVRON CORP NEW,119.91000,-0.010154,1
14541,20131108,CVX,CHEVRON CORP NEW,121.19000,0.010675,1
14541,20131111,CVX,CHEVRON CORP NEW,121.08000,-0.000908,1
14541,20131112,CVX,CHEVRON CORP NEW,120.00000,-0.008920,1
14541,20131113,CVX,CHEVRON CORP NEW,120.09000,0.000750,1
14541,20131114,CVX,CHEVRON CORP NEW,119.56000,0.003914,1
14541,20131115,CVX,CHEVRON CORP NEW,120.06000,0.004182,1
14541,20131118,CVX,CHEVRON CORP NEW,120.56000,0.004165,1
14541,20131119,CVX,CHEVRON CORP NEW,122.06000,0.012442,1
14541,20131120,CVX,CHEVRON CORP NEW,122.00000,-0.000492,1
14541,20131121,CVX,CHEVRON CORP NEW,123.46000,0.011967,1
14541,20131122,CVX,CHEVRON CORP NEW,124.03000,0.004617,1
14541,20131125,CVX,CHEVRON CORP NEW,123.74000,-0.002338,1
14541,20131126,CVX,CHEVRON CORP NEW,122.78000,-0.007758,1
14541,20131127,CVX,CHEVRON CORP NEW,122.42000,-0.002932,1
14541,20131129,CVX,CHEVRON CORP NEW,122.44000,0.000163,1
14541,20131202,CVX,CHEVRON CORP NEW,122.34000,-0.000817,1
14541,20131203,CVX,CHEVRON CORP NEW,122.52000,0.001471,1
14541,20131204,CVX,CHEVRON CORP NEW,121.77000,-0.006121,1
14541,20131205,CVX,CHEVRON CORP NEW,121.10000,-0.005502,1
14541,20131206,CVX,CHEVRON CORP NEW,122.29000,0.009827,1
14541,20131209,CVX,CHEVRON CORP NEW,123.34000,0.008586,1
14541,20131210,CVX,CHEVRON CORP NEW,123.66000,0.002595,1
14541,20131211,CVX,CHEVRON CORP NEW,122.10000,-0.012615,1
14541,20131212,CVX,CHEVRON CORP NEW,120.99000,-0.009091,1
14541,20131213,CVX,CHEVRON CORP NEW,119.90000,-0.009009,1
14541,20131216,CVX,CHEVRON CORP NEW,120.22000,0.002669,1
14541,20131217,CVX,CHEVRON CORP NEW,118.74000,-0.012311,1
14541,20131218,CVX,CHEVRON CORP NEW,121.60000,0.024086,1
14541,20131219,CVX,CHEVRON CORP NEW,123.22000,0.013322,1
14541,20131220,CVX,CHEVRON CORP NEW,122.78000,-0.003571,1
14541,20131223,CVX,CHEVRON CORP NEW,122.80000,0.000163,1
14541,20131224,CVX,CHEVRON CORP NEW,123.51000,0.005782,1
14541,20131226,CVX,CHEVRON CORP NEW,124.81000,0.010525,1
14541,20131227,CVX,CHEVRON CORP NEW,125.23000,0.003365,1
14541,20131230,CVX,CHEVRON CORP NEW,124.23000,-0.007985,1
14541,20131231,CVX,CHEVRON CORP NEW,124.91000,0.005474,1
14541,20140102,CVX,CHEVRON CORP NEW,124.14000,-0.006164,1
14541,20140103,CVX,CHEVRON CORP NEW,124.35000,0.001692,1
14541,20140106,CVX,CHEVRON CORP NEW,124.02000,-0.002654,1
14541,20140107,CVX,CHEVRON CORP NEW,125.07000,0.008466,1
14541,20140108,CVX,CHEVRON CORP NEW,123.29000,-0.014232,1
14541,20140109,CVX,CHEVRON CORP NEW,123.29000,0.000000,1
14541,20140110,CVX,CHEVRON CORP NEW,121.01000,-0.018493,1
14541,20140113,CVX,CHEVRON CORP NEW,119.25000,-0.014544,1
14541,20140114,CVX,CHEVRON CORP NEW,119.57000,0.002683,1
14541,20140115,CVX,CHEVRON CORP NEW,119.18000,-0.003262,1
14541,20140116,CVX,CHEVRON CORP NEW,118.83000,-0.002937,1
14541,20140117,CVX,CHEVRON CORP NEW,119.29000,0.003871,1
14541,20140121,CVX,CHEVRON CORP NEW,120.36000,0.008970,1
14541,20140122,CVX,CHEVRON CORP NEW,120.43000,0.000582,1
14541,20140123,CVX,CHEVRON CORP NEW,118.39000,-0.016939,1
14541,20140124,CVX,CHEVRON CORP NEW,116.29000,-0.017738,1
14541,20140127,CVX,CHEVRON CORP NEW,116.43000,0.001204,1
14541,20140128,CVX,CHEVRON CORP NEW,116.84000,0.003521,1
14541,20140129,CVX,CHEVRON CORP NEW,116.00000,-0.007189,1
14541,20140130,CVX,CHEVRON CORP NEW,116.45000,0.003879,1
14541,20140131,CVX,CHEVRON CORP NEW,111.63000,-0.041391,1
14541,20140203,CVX,CHEVRON CORP NEW,111.14000,-0.004389,1
14541,20140204,CVX,CHEVRON CORP NEW,110.83000,-0.002789,1
14541,20140205,CVX,CHEVRON CORP NEW,109.52000,-0.011820,1
14541,20140206,CVX,CHEVRON CORP NEW,111.27000,0.015979,1
14541,20140207,CVX,CHEVRON CORP NEW,112.05000,0.007010,1
14541,20140210,CVX,CHEVRON CORP NEW,111.69000,-0.003213,1
14541,20140211,CVX,CHEVRON CORP NEW,113.58000,0.016922,1
14541,20140212,CVX,CHEVRON CORP NEW,112.03000,-0.004842,1
14541,20140213,CVX,CHEVRON CORP NEW,112.51000,0.004285,1
14541,20140214,CVX,CHEVRON CORP NEW,113.48000,0.008621,1
14541,20140218,CVX,CHEVRON CORP NEW,112.71000,-0.006785,1
14541,20140219,CVX,CHEVRON CORP NEW,113.60000,0.007896,1
14541,20140220,CVX,CHEVRON CORP NEW,114.60000,0.008803,1
14541,20140221,CVX,CHEVRON CORP NEW,112.68000,-0.016754,1
14541,20140224,CVX,CHEVRON CORP NEW,114.15000,0.013046,1
14541,20140225,CVX,CHEVRON CORP NEW,114.97000,0.007184,1
14541,20140226,CVX,CHEVRON CORP NEW,115.51000,0.004697,1
14541,20140227,CVX,CHEVRON CORP NEW,115.69000,0.001558,1
14541,20140228,CVX,CHEVRON CORP NEW,115.33000,-0.003112,1
14541,20140303,CVX,CHEVRON CORP NEW,114.84000,-0.004249,1
14541,20140304,CVX,CHEVRON CORP NEW,115.32000,0.004180,1
14541,20140305,CVX,CHEVRON CORP NEW,114.43000,-0.007718,1
14541,20140306,CVX,CHEVRON CORP NEW,114.85000,0.003670,1
14541,20140307,CVX,CHEVRON CORP NEW,115.08000,0.002003,1
14541,20140310,CVX,CHEVRON CORP NEW,115.84000,0.006604,1
14541,20140311,CVX,CHEVRON CORP NEW,114.51000,-0.011481,1
14541,20140312,CVX,CHEVRON CORP NEW,115.65000,0.009955,1
14541,20140313,CVX,CHEVRON CORP NEW,114.45000,-0.010376,1
14541,20140314,CVX,CHEVRON CORP NEW,114.10000,-0.003058,1
14541,20140317,CVX,CHEVRON CORP NEW,115.07000,0.008501,1
14541,20140318,CVX,CHEVRON CORP NEW,116.24000,0.010168,1
14541,20140319,CVX,CHEVRON CORP NEW,115.20000,-0.008947,1
14541,20140320,CVX,CHEVRON CORP NEW,115.51000,0.002691,1
14541,20140321,CVX,CHEVRON CORP NEW,115.63000,0.001039,1
14541,20140324,CVX,CHEVRON CORP NEW,115.85000,0.001903,1
14541,20140325,CVX,CHEVRON CORP NEW,117.09000,0.010703,1
14541,20140326,CVX,CHEVRON CORP NEW,117.71000,0.005295,1
14541,20140327,CVX,CHEVRON CORP NEW,117.67000,-0.000340,1
14541,20140328,CVX,CHEVRON CORP NEW,118.50000,0.007054,1
14541,20140331,CVX,CHEVRON CORP NEW,118.91000,0.003460,1
14541,20140401,CVX,CHEVRON CORP NEW,119.00000,0.000757,1
14541,20140402,CVX,CHEVRON CORP NEW,119.35000,0.002941,1
14541,20140403,CVX,CHEVRON CORP NEW,119.04000,-0.002597,1
14541,20140404,CVX,CHEVRON CORP NEW,118.80000,-0.002016,1
14541,20140407,CVX,CHEVRON CORP NEW,117.34000,-0.012290,1
14541,20140408,CVX,CHEVRON CORP NEW,117.80000,0.003920,1
14541,20140409,CVX,CHEVRON CORP NEW,119.10000,0.011036,1
14541,20140410,CVX,CHEVRON CORP NEW,116.69000,-0.020235,1
14541,20140411,CVX,CHEVRON CORP NEW,117.03000,0.002914,1
14541,20140414,CVX,CHEVRON CORP NEW,118.70000,0.014270,1
14541,20140415,CVX,CHEVRON CORP NEW,120.30000,0.013479,1
14541,20140416,CVX,CHEVRON CORP NEW,121.83000,0.012718,1
14541,20140417,CVX,CHEVRON CORP NEW,123.68000,0.015185,1
14541,20140421,CVX,CHEVRON CORP NEW,124.24000,0.004528,1
14541,20140422,CVX,CHEVRON CORP NEW,124.00000,-0.001932,1
14541,20140423,CVX,CHEVRON CORP NEW,124.69000,0.005565,1
14541,20140424,CVX,CHEVRON CORP NEW,124.30000,-0.003128,1
14541,20140425,CVX,CHEVRON CORP NEW,123.99000,-0.002494,1
14541,20140428,CVX,CHEVRON CORP NEW,125.73000,0.014033,1
14541,20140429,CVX,CHEVRON CORP NEW,125.97000,0.001909,1
14541,20140430,CVX,CHEVRON CORP NEW,125.52000,-0.003572,1
14541,20140501,CVX,CHEVRON CORP NEW,124.94000,-0.004621,1
14541,20140502,CVX,CHEVRON CORP NEW,124.72000,-0.001761,1
14541,20140505,CVX,CHEVRON CORP NEW,125.36000,0.005131,1
14541,20140506,CVX,CHEVRON CORP NEW,124.97000,-0.003111,1
14541,20140507,CVX,CHEVRON CORP NEW,126.23000,0.010082,1
14541,20140508,CVX,CHEVRON CORP NEW,125.09000,-0.009031,1
14541,20140509,CVX,CHEVRON CORP NEW,125.03000,-0.000480,1
14541,20140512,CVX,CHEVRON CORP NEW,125.24000,0.001680,1
14541,20140513,CVX,CHEVRON CORP NEW,125.85000,0.004871,1
14541,20140514,CVX,CHEVRON CORP NEW,126.42000,0.004529,1
14541,20140515,CVX,CHEVRON CORP NEW,123.81000,-0.012182,1
14541,20140516,CVX,CHEVRON CORP NEW,123.18000,-0.005088,1
14541,20140519,CVX,CHEVRON CORP NEW,122.95000,-0.001867,1
14541,20140520,CVX,CHEVRON CORP NEW,122.50000,-0.003660,1
14541,20140521,CVX,CHEVRON CORP NEW,124.16000,0.013551,1
14541,20140522,CVX,CHEVRON CORP NEW,123.63000,-0.004269,1
14541,20140523,CVX,CHEVRON CORP NEW,123.37000,-0.002103,1
14541,20140527,CVX,CHEVRON CORP NEW,122.84000,-0.004296,1
14541,20140528,CVX,CHEVRON CORP NEW,122.52000,-0.002605,1
14541,20140529,CVX,CHEVRON CORP NEW,122.32000,-0.001632,1
14541,20140530,CVX,CHEVRON CORP NEW,122.79000,0.003842,1
14541,20140602,CVX,CHEVRON CORP NEW,122.21000,-0.004724,1
14541,20140603,CVX,CHEVRON CORP NEW,122.55000,0.002782,1
14541,20140604,CVX,CHEVRON CORP NEW,122.35000,-0.001632,1
14541,20140605,CVX,CHEVRON CORP NEW,123.52000,0.009563,1
14541,20140606,CVX,CHEVRON CORP NEW,124.19000,0.005424,1
14541,20140609,CVX,CHEVRON CORP NEW,124.37000,0.001449,1
14541,20140610,CVX,CHEVRON CORP NEW,125.34000,0.007799,1
14541,20140611,CVX,CHEVRON CORP NEW,125.18000,-0.001276,1
14541,20140612,CVX,CHEVRON CORP NEW,126.11000,0.007429,1
14541,20140613,CVX,CHEVRON CORP NEW,127.26000,0.009119,1
14541,20140616,CVX,CHEVRON CORP NEW,128.53999,0.010058,1
14541,20140617,CVX,CHEVRON CORP NEW,128.83000,0.002256,1
14541,20140618,CVX,CHEVRON CORP NEW,130.28000,0.011255,1
14541,20140619,CVX,CHEVRON CORP NEW,131.99001,0.013126,1
14541,20140620,CVX,CHEVRON CORP NEW,132.34000,0.002652,1
14541,20140623,CVX,CHEVRON CORP NEW,132.98000,0.004836,1
14541,20140624,CVX,CHEVRON CORP NEW,131.77000,-0.009099,1
14541,20140625,CVX,CHEVRON CORP NEW,131.23000,-0.004098,1
14541,20140626,CVX,CHEVRON CORP NEW,130.92000,-0.002362,1
14541,20140627,CVX,CHEVRON CORP NEW,130.36000,-0.004277,1
14541,20140630,CVX,CHEVRON CORP NEW,130.55000,0.001458,1
14541,20140701,CVX,CHEVRON CORP NEW,130.53999,-0.000077,1
14541,20140702,CVX,CHEVRON CORP NEW,130.23000,-0.002375,1
14541,20140703,CVX,CHEVRON CORP NEW,131.19000,0.007372,1
14541,20140707,CVX,CHEVRON CORP NEW,130.47000,-0.005488,1
14541,20140708,CVX,CHEVRON CORP NEW,129.89999,-0.004369,1
14541,20140709,CVX,CHEVRON CORP NEW,131.39000,0.011470,1
